bonusPointsEarned,bonusPointsEarnedReason,createDate,dateScanned,finishedDate,modifyDate,pointsAwardedDate,pointsEarned,purchaseDate,purchasedItemCount,rewardsReceiptStatus,totalSpent,userId,id
0.0,No purchases,2021-02-05,2021-02-05,2021-02-05,2021-02-05,,0.0,2021-02-04,0.0,PENDING,28.57,59c124bae4b0299e55b0f330,601d7c500a720f0554000409
0.0,No purchases,2021-02-05,2021-02-05,,2021-02-05,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,601d02aa0a720f05f4000312
0.0,No purchases,2021-02-05,2021-02-05,2021-02-05,2021-02-05,,0.0,2021-02-04,0.0,PENDING,28.57,59c124bae4b0299e55b0f330,601d7c960a7214ad59000564
0.0,No purchases,2021-02-05,2021-02-05,2021-02-05,2021-02-05,,0.0,2021-02-04,0.0,PENDING,28.57,59c124bae4b0299e55b0f330,601d75dd0a720f05a9000004
0.0,No purchases,2021-02-05,2021-02-05,2021-02-05,2021-02-05,,0.0,2021-02-04,0.0,PENDING,28.57,59c124bae4b0299e55b0f330,601d7c480a720f05540003e0
0.0,No purchases,2021-02-05,2021-02-05,2021-02-05,2021-02-05,,0.0,2021-02-04,0.0,PENDING,28.57,59c124bae4b0299e55b0f330,601d7c280a7214ad5900035c
0.0,No purchases,2021-02-05,2021-02-05,2021-02-05,2021-02-05,,0.0,2021-02-04,0.0,PENDING,28.57,59c124bae4b0299e55b0f330,601d7cd50a7214ad5900069f
0.0,No purchases,2021-02-05,2021-02-05,2021-02-05,2021-02-05,,0.0,2021-02-04,0.0,PENDING,28.57,59c124bae4b0299e55b0f330,601d7b840a720f055400004e
0.0,No purchases,2021-02-06,2021-02-06,,2021-02-06,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,601e911a0a720f053c000070
0.0,No purchases,2021-02-06,2021-02-06,,2021-02-06,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,601e58da0a720f053c000050
0.0,No purchases,2021-02-06,2021-02-06,,2021-02-06,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,601e71780a7214ad2500004f
0.0,No purchases,2021-02-06,2021-02-06,,2021-02-06,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,601e7d2e0a720f053c000067
27.0,COMPLETE_PARTNER_RECEIPT,2021-02-06,2021-02-06,2021-02-06,2021-02-06,2021-02-06,50.6,2021-02-05,4.0,FINISHED,4.66,601ead00b57b8a12187fce78,601ead690a720f053c000092
0.0,No purchases,2021-02-06,2021-02-06,,2021-02-06,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,601ed3e80a720f053c0000a5
0.0,No purchases,2021-02-06,2021-02-06,,2021-02-06,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,601eae650a720f053c000093
0.0,No purchases,2021-02-06,2021-02-06,,2021-02-06,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,601e63660a720f053c000055
0.0,No purchases,2021-02-06,2021-02-06,,2021-02-06,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,601f190c0a720f053c0000c4
0.0,No purchases,2021-02-06,2021-02-06,,2021-02-06,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,601e787e0a7214ad25000051
0.0,No purchases,2021-02-06,2021-02-06,,2021-02-06,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,601ea1830a720f053c000079
0.0,No purchases,2021-02-05,2021-02-05,,2021-02-05,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,601e0b830a720f053c00002e
0.0,No purchases,2021-02-06,2021-02-06,,2021-02-06,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,601f09d10a720f053c0000bd
0.0,No purchases,2021-02-06,2021-02-06,,2021-02-06,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,601efe190a720f053c0000b8
27.0,COMPLETE_PARTNER_RECEIPT,2021-02-06,2021-02-06,2021-02-06,2021-02-06,2021-02-06,50.6,2021-02-05,4.0,FINISHED,4.66,601ead00b57b8a12187fce78,601ead5b0a720f053c00008f
0.0,No purchases,2021-02-05,2021-02-05,,2021-02-05,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,601e14e30a7214ad2500002e
0.0,No purchases,2021-02-06,2021-02-06,,2021-02-06,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,601ed9c40a7214ad25000078
0.0,No purchases,2021-02-06,2021-02-06,,2021-02-06,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,601e3b8f0a720f053c000043
0.0,No purchases,2021-02-05,2021-02-05,,2021-02-05,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,601ddca40a7214ad25000019
0.0,No purchases,2021-02-06,2021-02-06,,2021-02-06,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,601e9a7b0a720f053c000074
0.0,No purchases,2021-02-06,2021-02-06,,2021-02-06,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,601eb8f30a720f053c000099
0.0,No purchases,2021-02-06,2021-02-06,,2021-02-06,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,601e96f60a7214ad2500005c
0.0,No purchases,2021-02-06,2021-02-06,,2021-02-06,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,601f29740a720f053c0000cc
0.0,No purchases,2021-02-06,2021-02-06,,2021-02-06,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,601f1b660a720f053c0000c6
0.0,No purchases,2021-02-05,2021-02-05,,2021-02-05,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,601e22f20a720f053c000039
0.0,No purchases,2021-02-05,2021-02-05,,2021-02-05,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,601e173d0a720f053c000032
0.0,No purchases,2021-02-06,2021-02-06,,2021-02-06,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,601e35b40a7214ad2500003c
0.0,No purchases,2021-02-05,2021-02-05,,2021-02-05,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,601e128a0a7214ad2500002c
0.0,No purchases,2021-02-06,2021-02-06,,2021-02-06,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,601f2bca0a7214ad2500009a
0.0,No purchases,2021-02-06,2021-02-06,,2021-02-06,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,601e84360a720f053c000069
0.0,No purchases,2021-02-07,2021-02-07,,2021-02-07,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,601f90920a720f053c0000f9
0.0,No purchases,2021-02-07,2021-02-07,,2021-02-07,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,601f9c4a0a7214ad250000c8
0.0,No purchases,2021-02-07,2021-02-07,,2021-02-07,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,60201adc0a7214ad250000ff
0.0,No purchases,2021-02-06,2021-02-06,,2021-02-06,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,601f7b7a0a720f053c0000ee
0.0,No purchases,2021-02-07,2021-02-07,,2021-02-07,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,601f98c60a720f053c0000fe
0.0,No purchases,2021-02-06,2021-02-06,,2021-02-06,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,601f81560a720f053c0000f1
0.0,No purchases,2021-02-06,2021-02-06,,2021-02-06,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,601f31a60a720f053c0000d0
0.0,No purchases,2021-02-07,2021-02-07,,2021-02-07,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,60204ae80a7214ad25000111
0.0,No purchases,2021-02-07,2021-02-07,,2021-02-07,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,6020776d0a7214ad25000120
0.0,No purchases,2021-02-07,2021-02-07,,2021-02-07,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,601fee520a720f053c000120
0.0,No purchases,2021-02-07,2021-02-07,,2021-02-07,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,601fdb920a7214ad250000e2
0.0,No purchases,2021-02-07,2021-02-07,,2021-02-07,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,601ffa0a0a7214ad250000f2
0.0,No purchases,2021-02-07,2021-02-07,,2021-02-07,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,602057ce0a720f053c000151
0.0,No purchases,2021-02-07,2021-02-07,,2021-02-07,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,601fe3c80a7214ad250000e6
0.0,No purchases,2021-02-06,2021-02-06,,2021-02-06,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,601f36570a7214ad2500009d
0.0,No purchases,2021-02-07,2021-02-07,,2021-02-07,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,60205b510a7214ad25000117
0.0,No purchases,2021-02-07,2021-02-07,,2021-02-07,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,601fda670a720f053c00011a
0.0,No purchases,2021-02-07,2021-02-07,,2021-02-07,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,602067080a7214ad2500011c
0.0,No purchases,2021-02-07,2021-02-07,,2021-02-07,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,601f8be40a7214ad250000c2
0.0,No purchases,2021-02-06,2021-02-06,,2021-02-06,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,601f7f010a7214ad250000be
0.0,No purchases,2021-02-06,2021-02-06,,2021-02-06,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,601f46bf0a7214ad250000a4
0.0,No purchases,2021-02-07,2021-02-07,,2021-02-07,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,601fb3ba0a720f053c000109
0.0,No purchases,2021-02-06,2021-02-06,,2021-02-06,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,601f38af0a720f053c0000d4
0.0,No purchases,2021-02-07,2021-02-07,,2021-02-07,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,60202b430a7214ad25000103
0.0,No purchases,2021-02-06,2021-02-06,,2021-02-06,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,601f35290a7214ad2500009c
0.0,No purchases,2021-02-06,2021-02-06,,2021-02-06,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,601f4dc50a7214ad250000a9
0.0,No purchases,2021-02-07,2021-02-07,,2021-02-07,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,602017570a720f053c000132
0.0,No purchases,2021-02-06,2021-02-06,,2021-02-06,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,601f58540a7214ad250000ad
0.0,No purchases,2021-02-07,2021-02-07,,2021-02-07,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,601fcd820a7214ad250000db
0.0,No purchases,2021-02-06,2021-02-06,,2021-02-06,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,601f39db0a720f053c0000d5
0.0,No purchases,2021-02-08,2021-02-08,,2021-02-08,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,6020e91a0a720f053c000196
0.0,No purchases,2021-02-08,2021-02-08,,2021-02-08,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,60217b960a720f05a8000012
0.0,No purchases,2021-02-07,2021-02-07,,2021-02-07,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,60207fa20a7214ad25000123
0.0,No purchases,2021-02-08,2021-02-08,,2021-02-08,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,60219c670a720f05a8000028
0.0,No purchases,2021-02-08,2021-02-08,,2021-02-08,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,6020eb730a720f053c000197
0.0,No purchases,2021-02-08,2021-02-08,,2021-02-08,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,602181720a7214d8e9000034
0.0,No purchases,2021-02-08,2021-02-08,,2021-02-08,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,6021c0bb0a7214d8e900004e
0.0,No purchases,2021-02-08,2021-02-08,,2021-02-08,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,6020e46b0a720f053c000194
0.0,No purchases,2021-02-07,2021-02-07,,2021-02-07,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,6020c84a0a720f053c000187
0.0,No purchases,2021-02-08,2021-02-08,,2021-02-08,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,60216d880a7214d8e9000004
0.0,No purchases,2021-02-07,2021-02-07,,2021-02-07,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,6020a2cd0a720f053c000175
0.0,No purchases,2021-02-08,2021-02-08,,2021-02-08,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,60212be60a7214ad25000166
0.0,No purchases,2021-02-07,2021-02-07,,2021-02-07,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,6020ac2a0a720f053c000177
0.0,No purchases,2021-02-08,2021-02-08,,2021-02-08,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,6021c56a0a720f05a8000036
0.0,No purchases,2021-02-07,2021-02-07,,2021-02-07,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,6020b4610a7214ad25000139
0.0,No purchases,2021-02-08,2021-02-08,,2021-02-08,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,6020e0e50a720f053c000193
0.0,No purchases,2021-02-08,2021-02-08,,2021-02-08,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,602175ba0a7214d8e9000007
0.0,No purchases,2021-02-08,2021-02-08,,2021-02-08,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,60217f1b0a720f05a8000016
0.0,No purchases,2021-02-07,2021-02-07,,2021-02-07,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,6020cbce0a7214ad25000140
0.0,No purchases,2021-02-08,2021-02-08,,2021-02-08,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,6021804a0a720f05a8000019
0.0,No purchases,2021-02-08,2021-02-08,,2021-02-08,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,602198e50a720f05a8000027
0.0,No purchases,2021-02-08,2021-02-08,,2021-02-08,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,602145ae0a720f0573000007
25.0,COMPLETE_NONPARTNER_RECEIPT,2021-02-08,2021-02-08,2021-02-08,2021-02-08,2021-02-08,25.0,2021-03-08,1.0,FINISHED,1.0,6021768799409b11fcf8987f,602176c90a7214d8e9000028
0.0,No purchases,2021-02-08,2021-02-08,,2021-02-08,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,602116ce0a7214ad2500015e
0.0,No purchases,2021-02-08,2021-02-08,,2021-02-08,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,6021ca1c0a720f05a8000039
0.0,No purchases,2021-02-08,2021-02-08,,2021-02-08,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,6020faae0a7214ad25000152
0.0,No purchases,2021-02-08,2021-02-08,2021-02-08,2021-02-08,,0.0,,0.0,PENDING,0.0,54ca99a9e4b0b11b4f7d6dc5,602160a30a720f05c0000001
0.0,No purchases,2021-02-07,2021-02-07,,2021-02-07,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,6020a0720a720f053c000173
0.0,No purchases,2021-02-08,2021-02-08,,2021-02-08,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,6020f0220a7214ad25000150
0.0,No purchases,2021-02-08,2021-02-08,,2021-02-08,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,60214de60a720f057300000b
0.0,No purchases,2021-02-08,2021-02-08,,2021-02-08,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,6021f05f0a720f05a8000062
0.0,No purchases,2021-02-08,2021-02-08,,2021-02-08,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,6021d37b0a720f05a800003c
0.0,No purchases,2021-02-08,2021-02-08,,2021-02-08,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,6021ed3c0a720f05a800005f
0.0,No purchases,2021-02-09,2021-02-09,,2021-02-09,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,6022f4e60a7214d8e9000112
0.0,No purchases,2021-02-08,2021-02-08,,2021-02-08,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,6021ed890a720f05a8000060
0.0,No purchases,2021-02-09,2021-02-09,,2021-02-09,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,6022b0ef0a7214d8e90000f3
0.0,No purchases,2021-02-09,2021-02-09,,2021-02-09,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,6022d8c90a720f05a80000e7
0.0,No purchases,2021-02-09,2021-02-09,,2021-02-09,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,60231cbd0a720f05a8000108
0.0,No purchases,2021-02-09,2021-02-09,,2021-02-09,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,60227c330a720f05a800009c
0.0,No purchases,2021-02-08,2021-02-08,,2021-02-08,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,6021efe50a7214d8e9000081
0.0,No purchases,2021-02-09,2021-02-09,,2021-02-09,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,6022e8000a720f05a80000ef
0.0,No purchases,2021-02-09,2021-02-09,,2021-02-09,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,6022c1580a7214d8e90000ff
0.0,No purchases,2021-02-08,2021-02-08,,2021-02-08,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,602213e70a720f05a8000071
0.0,No purchases,2021-02-09,2021-02-09,,2021-02-09,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,6023216c0a720f05a800010a
0.0,No purchases,2021-02-08,2021-02-08,,2021-02-08,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,6021d63a0a7214d8e9000058
0.0,No purchases,2021-02-09,2021-02-09,,2021-02-09,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,60223a950a7214d8e90000a2
5.0,All-receipts receipt bonus,2021-02-09,2021-02-09,2021-02-09,2021-02-09,2021-02-09,5.0,2021-02-08,2.0,FINISHED,1.0,6022998599409b11fcf89c53,602299b40a720f05a80000bc
0.0,No purchases,2021-02-09,2021-02-09,,2021-02-09,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,602231350a7214d8e900009f
500.0,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-02-09,2021-02-09,2021-02-09,2021-02-09,2021-02-09,600.0,2021-02-08,1.0,FINISHED,1.0,6022998599409b11fcf89c53,602299ad0a7214d8e90000d7
0.0,No purchases,2021-02-09,2021-02-09,,2021-02-09,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,6022d9f60a720f05a80000e8
0.0,No purchases,2021-02-09,2021-02-09,,2021-02-09,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,602279db0a720f05a800009b
0.0,No purchases,2021-02-09,2021-02-09,,2021-02-09,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,6022752b0a7214d8e90000be
0.0,No purchases,2021-02-09,2021-02-09,,2021-02-09,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,602252050a7214d8e90000ae
0.0,No purchases,2021-02-08,2021-02-08,,2021-02-08,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,6021ec5f0a720f05a800005d
0.0,No purchases,2021-02-09,2021-02-09,,2021-02-09,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,6022c2820a720f05a80000dd
0.0,No purchases,2021-02-08,2021-02-08,,2021-02-08,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,602202540a720f05a800006a
0.0,No purchases,2021-02-09,2021-02-09,,2021-02-09,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,6022b6cb0a7214d8e90000f8
0.0,No purchases,2021-02-09,2021-02-09,,2021-02-09,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,6022bb780a7214d8e90000fb
0.0,No purchases,2021-02-08,2021-02-08,,2021-02-08,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,6021d8cf0a7214d8e900005c
0.0,No purchases,2021-02-09,2021-02-09,,2021-02-09,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,602315b50a720f05a8000104
0.0,No purchases,2021-02-09,2021-02-09,,2021-02-09,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,602344970a7214d8e900012f
0.0,No purchases,2021-02-10,2021-02-10,,2021-02-10,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,6023e2c90a7214d8e9000175
0.0,No purchases,2021-02-10,2021-02-10,,2021-02-10,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,602467370a720f05a80001b7
250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-02-10,2021-02-10,2021-02-10,2021-02-10,2021-02-10,250.0,2021-02-05,5.0,FINISHED,25.0,602401f1c081001222409ad6,6024024b0a7214d8e900018d
0.0,No purchases,2021-02-09,2021-02-09,,2021-02-09,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,602367ba0a720f05a800012e
0.0,No purchases,2021-02-10,2021-02-10,,2021-02-10,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,602438550a720f05a8000192
0.0,No purchases,2021-02-09,2021-02-09,,2021-02-09,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,602345c20a7214d8e9000130
0.0,No purchases,2021-02-09,2021-02-09,,2021-02-09,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,60233c5f0a720f05a8000119
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-02-10,2021-02-10,2021-02-10,2021-02-10,2021-02-10,789.2,2021-01-31,2.0,FINISHED,5.88,60245433efa60112282c1859,602454340a720f05a80001ae
0.0,No purchases,2021-02-10,2021-02-10,,2021-02-10,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,6023a2530a720f05a8000144
0.0,No purchases,2021-02-10,2021-02-10,,2021-02-10,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,60245dd50a720f05a80001b2
0.0,No purchases,2021-02-10,2021-02-10,,2021-02-10,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,60244d6e0a7214d8e90001c9
500.0,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-02-10,2021-02-10,2021-02-10,2021-02-10,2021-02-10,500.0,2021-02-07,5.0,FINISHED,25.0,602401f1c081001222409ad6,6024024b0a7214d8e900018c
0.0,No purchases,2021-02-10,2021-02-10,,2021-02-10,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,602393180a720f05a800013d
0.0,No purchases,2021-02-10,2021-02-10,,2021-02-10,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,6023bfa00a7214d8e9000168
0.0,No purchases,2021-02-10,2021-02-10,,2021-02-10,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,602462850a720f05a80001b3
0.0,No purchases,2021-02-10,2021-02-10,2021-02-10,2021-02-10,2021-02-10,250.0,2021-02-07,5.0,FINISHED,49.95,6024291f58b989121e6bad5f,602429930a720f05a800018b
0.0,No purchases,2021-02-10,2021-02-10,,2021-02-10,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,602380580a7214d8e900014a
5.0,All-receipts receipt bonus,2021-02-10,2021-02-10,2021-02-10,2021-02-10,2021-02-10,5.0,2021-01-26,5.0,FINISHED,49.95,602401f1c081001222409ad6,602402750a720f05a800016f
5.0,All-receipts receipt bonus,2021-02-10,2021-02-10,2021-02-10,2021-02-10,2021-02-10,5.0,2021-02-09,1.0,FINISHED,1.0,54943462e4b07e684157a532,602429640a720f05a8000187
0.0,No purchases,2021-02-10,2021-02-10,,2021-02-10,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,6023d0080a720f05a8000155
0.0,No purchases,2021-02-10,2021-02-10,,2021-02-10,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,60243bdb0a720f05a80001a2
0.0,No purchases,2021-02-10,2021-02-10,,2021-02-10,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,602460300a7214d8e90001d6
0.0,No purchases,2021-02-09,2021-02-09,,2021-02-09,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,602331d70a720f05a8000113
0.0,No purchases,2021-02-10,2021-02-10,,2021-02-10,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,60245f020a7214d8e90001d5
0.0,No purchases,2021-02-10,2021-02-10,,2021-02-10,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,602427ec0a720f05a8000180
0.0,No purchases,2021-02-10,2021-02-10,,2021-02-10,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,6023ee820a720f05a8000163
5.0,All-receipts receipt bonus,2021-02-10,2021-02-10,2021-02-10,2021-02-10,2021-02-10,5.0,2021-01-28,1.0,FINISHED,1.0,54943462e4b07e684157a532,602439950a7214d8e90001c2
5.0,All-receipts receipt bonus,2021-02-10,2021-02-10,2021-02-10,2021-02-10,2021-02-10,5.0,2021-02-09,4.0,FINISHED,4.66,602401f1c081001222409ad6,602402600a7214d8e9000195
